Player,Age,Position,CM,KG,Start,Sub,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,Team,Season
Manu Molina ,32,  AM,175,72,1,6,180,0,0,1,0,0.1,75,0,0,6.26,Espanyol,2010/2011
Cristian Alvarez ,38,  GK,186,83,5,0,452,0,0,1,0,0,59.2,0.2,0,6.23,Espanyol,2010/2011
Rui Fonte ,33,  M,181,73,0,11,115,0,1,2,0,0.2,80.4,0.3,0,6.18,Espanyol,2010/2011
Isaias ,37,  Midfielder,176,67,0,4,78,0,0,2,0,0,63.5,0.3,0,6.17,Espanyol,2010/2011
Eric Lopez ,30,  Midfielder,178,76,0,2,11,0,0,0,0,0,50,0,0,6.13,Espanyol,2010/2011
Coro ,41,  M,172,70,0,1,2,0,0,0,0,0,0,0,0,6.12,Espanyol,2010/2011
Ivan De la Pena ,47,  Midfielder,168,71,0,2,42,0,0,0,0,0,78.7,0,0,6.12,Espanyol,2010/2011
Thievy Bifouma ,31,  AM,180,74,0,2,20,0,0,0,0,0,40,0,0,6.11,Espanyol,2010/2011
David Lopez ,34,  D,183,81,0,3,26,0,0,0,0,0,53.3,0.7,0,6.06,Espanyol,2010/2011
Victor Alvarez ,30,  D,178,71,0,1,2,0,0,0,0,0,33.3,0,0,5.99,Espanyol,2010/2011
Alvaro Cejudo ,40,  M,179,74,13,0,1029,2,2,2,0,2.3,74.4,0.9,2,7.47,Osasuna,2010/2011
Sergio ,46,  D,191,81,22,0,1940,2,2,5,2,0.6,66.8,3.5,3,7.35,Osasuna,2010/2011
Javad Nekounam ,43,  D,186,78,26,0,2232,6,0,10,0,2.2,77.1,1.9,2,7.19,Osasuna,2010/2011
Nacho Monreal ,38,  D,179,72,31,0,2758,1,2,6,1,0.5,71.8,1.6,0,7.14,Osasuna,2010/2011
Masoud Shojaei ,39,  M,187,78,14,4,1202,2,6,1,0,1.7,67.3,1.3,1,7.12,Osasuna,2010/2011
Juanfran ,39,  D,181,71,18,0,1551,1,2,3,0,1.7,77.8,0.4,2,7.01,Osasuna,2010/2011
Ricardo ,52,  GK,187,88,38,0,3420,0,0,2,0,0,50.9,0.2,2,7.01,Osasuna,2010/2011
Javier Camunas ,43,  AM,173,71,30,1,2557,4,5,4,1,0.9,76.2,0.1,1,6.97,Osasuna,2010/2011
Francisco Punal ,48,  M,179,73,32,1,2831,0,5,16,0,0.5,76.8,1.1,0,6.91,Osasuna,2010/2011
Damia ,41,  D,188,79,22,5,1942,0,0,6,1,0.4,67.7,1.3,0,6.9,Osasuna,2010/2011
Nelson ,40,  D,171,64,25,4,2260,1,0,3,0,0.6,65.1,0.6,0,6.9,Osasuna,2010/2011
Kike Sola ,38,  FW,184,78,12,4,1073,7,0,4,0,1.9,69.9,1.5,0,6.81,Osasuna,2010/2011
Aranda ,43,  FW,186,82,15,5,1212,4,4,4,0,1.2,76.3,0.7,1,6.74,Osasuna,2010/2011
Miguel Flano ,39,  D,177,70,28,2,2571,2,0,5,0,0.3,77.6,2.1,1,6.73,Osasuna,2010/2011
Lolo ,39,  D,182,72,23,4,2030,2,0,5,1,0.7,70.5,1.8,1,6.66,Osasuna,2010/2011
Josetxo ,47,  D,185,79,6,3,580,0,0,2,0,0,77.3,1.2,0,6.64,Osasuna,2010/2011
Walter Pandiani ,47,  AM,185,75,13,8,1288,3,0,4,0,2.1,65,2.4,0,6.58,Osasuna,2010/2011
Fernando Soriano ,44,  M,189,81,23,7,1928,2,4,11,1,1.3,68.1,1.5,0,6.52,Osasuna,2010/2011
Oier Sanjurjo ,37,  D,178,72,2,1,207,0,0,2,0,0,75.7,1,0,6.45,Osasuna,2010/2011
Krisztian Vadocz ,38,  D,188,83,12,19,1282,3,1,3,0,0.9,65.1,0.8,0,6.44,Osasuna,2010/2011
Javier Calleja ,45,  AM,171,70,4,14,409,1,1,3,0,0.4,66.9,0.2,0,6.38,Osasuna,2010/2011
Dejan Lekic ,38,  AM,193,93,5,22,739,2,0,3,0,0.9,60.1,1.3,0,6.26,Osasuna,2010/2011
Ruper ,36,  DMC,182,79,0,4,78,0,0,0,0,0.8,81.4,1,0,6.25,Osasuna,2010/2011
Coro ,41,  M,172,70,4,2,337,0,0,1,0,0.8,63.5,0.2,0,6.18,Osasuna,2010/2011
Annunziata ,36,  Midfielder,174,63,0,1,8,0,0,0,0,0,100,0,0,5.97,Osasuna,2010/2011
David Timor ,34,  D,185,80,0,1,10,0,0,1,0,0,75,0,0,5.84,Osasuna,2010/2011
Raul ,37,  Goalkeeper,181,75,1,0,90,0,0,0,0,0,55.6,0,0,7.62,Sporting Gijon,2010/2011
Cote ,34,  D,182,74,23,3,2137,0,1,8,1,1.4,69.2,1.2,4,7.31,Sporting Gijon,2010/2011
Diego Castro ,41,  M,174,71,26,2,2359,9,3,3,0,2.1,79.1,0.1,3,7.25,Sporting Gijon,2010/2011
Alberto Lora ,36,  D,164,68,35,1,3170,0,2,6,1,0.3,74.8,0.7,2,7.16,Sporting Gijon,2010/2011
Nacho Cases ,36,  M,175,66,17,1,1420,1,2,3,0,0.6,73.3,0.5,2,7.09,Sporting Gijon,2010/2011
Alberto Rivera ,46,  M,170,68,30,0,2562,0,3,5,0,0.4,78.9,0.3,1,7.09,Sporting Gijon,2010/2011
Ivan Hernandez ,44,  D,185,80,24,1,2165,0,0,4,0,0.2,69.3,1,0,7.01,Sporting Gijon,2010/2011
Miguel De las Cuevas ,37,  M,175,69,30,7,2505,6,4,5,0,1.4,78,0.6,1,6.95,Sporting Gijon,2010/2011
Ivan Cuellar ,39,  GK,187,76,13,0,1148,0,0,5,0,0,51.9,0.1,0,6.92,Sporting Gijon,2010/2011
Roberto Canella ,36,  D,179,76,15,2,1318,0,2,0,0,0.2,69.7,0.6,0,6.9,Sporting Gijon,2010/2011
Gregory Arnolin ,43,  D,187,87,23,0,1997,1,0,5,1,0.4,74.8,2.4,0,6.9,Sporting Gijon,2010/2011
Alberto Botia ,35,  D,189,89,27,1,2441,1,0,12,1,0.5,72.6,0.9,1,6.81,Sporting Gijon,2010/2011
Juan Pablo ,45,  GK,187,83,24,1,2182,0,0,3,0,0,56.8,0.2,1,6.79,Sporting Gijon,2010/2011
David Barral ,40,  FW,183,78,24,10,2320,5,0,12,0,2.1,67.4,2.8,0,6.75,Sporting Gijon,2010/2011
Castro ,35,  M,181,76,11,5,948,2,1,3,0,1.4,75.3,0.8,0,6.71,Sporting Gijon,2010/2011
Sebastian Eguren ,43,  D,186,84,27,3,2241,1,0,9,1,0.6,72,1.4,0,6.69,Sporting Gijon,2010/2011
Carmelo ,40,  M,180,70,9,9,911,0,2,5,0,0.9,76.6,0.7,1,6.68,Sporting Gijon,2010/2011
Rafael Sastre ,48,  D,179,75,7,1,584,0,0,3,1,0,67.7,1.1,0,6.65,Sporting Gijon,2010/2011
Ayoze ,38,  M,172,72,6,7,553,1,0,0,0,0.4,81.3,0.4,0,6.49,Sporting Gijon,2010/2011
Jorge Garcia ,40,  Defender,184,79,2,3,215,0,0,0,0,0,86.3,1,0,6.48,Sporting Gijon,2010/2011
Nacho Novo ,44,  M,175,72,15,15,1488,4,0,5,0,0.9,67,0.2,0,6.47,Sporting Gijon,2010/2011
Sergio Matabuena ,45,  DMC,185,79,3,1,252,0,0,1,0,0,76.1,0.8,0,6.42,Sporting Gijon,2010/2011
Juan Muniz ,31,  Midfielder,174,76,0,1,26,0,0,0,0,1,50,0,0,6.37,Sporting Gijon,2010/2011
Gaston Sangoy ,39,  AM,179,79,14,5,1095,2,1,4,0,1.9,63.6,0.6,0,6.32,Sporting Gijon,2010/2011
Luis Moran ,36,  M,172,67,6,9,607,0,0,2,0,0.5,69.7,0.2,0,6.31,Sporting Gijon,2010/2011
Sergio Alvarez ,32,  D,183,74,3,4,243,0,0,2,0,0.4,80.7,0.3,0,6.29,Sporting Gijon,2010/2011
Mate Bilic ,43,  AM,185,81,3,15,482,0,0,4,0,0.8,66.7,1.3,0,6.18,Sporting Gijon,2010/2011
Marcos Landeira ,36,  Midfielder,182,80,0,1,16,0,0,0,0,0,90,0,0,6.12,Sporting Gijon,2010/2011
Guillermo Mendez ,32,  Forward,177,62,0,1,8,0,0,0,0,0,66.7,1,0,6.07,Sporting Gijon,2010/2011
Cristian Portilla ,35,  Midfielder,180,75,0,1,1,0,0,0,0,0,0,0,0,6,Sporting Gijon,2010/2011
Javi Poves ,37,  Defender,184,79,0,1,11,0,0,0,0,0,66.7,0,0,5.95,Sporting Gijon,2010/2011
Julio Baptista ,42,  AM,183,86,11,0,964,9,0,3,0,2.7,69.7,1.2,1,7.38,Malaga,2010/2011
Duda ,43,  M,175,71,20,0,1596,3,5,6,0,1.6,73.7,0.5,2,7.32,Malaga,2010/2011
Weligton ,44,  D,186,71,31,0,2790,1,1,5,0,0.5,77.1,2.7,3,7.3,Malaga,2010/2011
Martin Demichelis ,43,  D,184,80,18,0,1482,1,0,7,2,0.4,81.3,2.6,2,7.28,Malaga,2010/2011
Willy Caballero ,42,  GK,186,81,15,0,1347,0,0,1,0,0,53.4,0.3,0,7.16,Malaga,2010/2011
Apono ,40,  M,173,72,26,1,2178,2,5,7,0,1.3,83,0.6,0,7.12,Malaga,2010/2011
Jesus Gamez ,38,  D,177,75,30,0,2583,0,3,8,1,0.3,77.9,1.2,1,7.11,Malaga,2010/2011
Eliseu ,40,  D,175,75,34,1,2953,4,6,12,2,1.7,77.4,0.9,2,7.09,Malaga,2010/2011
Salomon Rondon ,34,  FW,186,86,28,2,2427,14,2,2,0,2.5,73.9,2,2,7.04,Malaga,2010/2011
Ruben Martinez ,39,  GK,188,79,7,0,630,0,0,1,0,0,66.2,0,0,6.86,Malaga,2010/2011
Juanito ,44,  D,186,78,5,1,470,0,0,1,0,0.2,82.4,1.3,0,6.86,Malaga,2010/2011
Kris Stadsgaard ,38,  D,185,82,23,2,2102,1,0,4,0,0.3,85.6,0.8,0,6.83,Malaga,2010/2011
Sebastian Fernandez ,38,  M,171,69,21,9,1911,7,4,3,0,1.4,75.7,0.4,0,6.79,Malaga,2010/2011
Recio ,33,  M,183,74,18,5,1633,2,2,3,0,0.5,87.2,0.4,1,6.76,Malaga,2010/2011
Ignacio Camacho ,33,  D,182,75,12,3,1071,0,1,5,0,0.3,82.1,0.9,0,6.7,Malaga,2010/2011
Quincy Owusu,0,  AM,180,72,15,10,1472,2,2,1,0,1.4,81.6,0.2,1,6.67,Malaga,2010/2011
Sergio Asenjo ,34,  GK,189,87,5,0,368,0,0,2,0,0,50,0.2,0,6.65,Malaga,2010/2011
Manolo Gaspar ,43,  D,173,71,7,2,724,0,0,2,1,0.1,66.9,0.9,0,6.6,Malaga,2010/2011
Rodrigo Galatto ,40,  GK,193,89,4,0,360,0,0,0,0,0,56.7,0,0,6.57,Malaga,2010/2011
Patrick Mtiliga ,43,  D,171,72,17,2,1555,0,1,4,0,0.2,83.5,0.5,0,6.56,Malaga,2010/2011
Sandro Silva ,39,  DMC,184,76,12,12,1224,0,1,8,0,0.1,83.5,0.4,0,6.51,Malaga,2010/2011
Juanmi ,30,  AM,172,69,6,11,592,4,2,1,0,1.1,85,0.4,0,6.5,Malaga,2010/2011
Francesc Arnau ,48,  GK,186,83,8,2,805,0,0,2,0,0,65.9,0.2,0,6.49,Malaga,2010/2011
Ivan Gonzalez ,36,  D,184,80,4,2,326,0,0,0,0,0.2,73,1.2,0,6.47,Malaga,2010/2011
Edinho ,41,  FW,185,74,1,7,232,0,1,2,0,1.6,69.6,0.9,0,6.42,Malaga,2010/2011
Enzo Maresca ,44,  M,180,77,9,11,716,2,2,2,0,0.6,77.3,0.3,0,6.38,Malaga,2010/2011
Fernando ,44,  D,181,77,12,9,1084,2,0,2,0,0.5,80.9,0.4,0,6.38,Malaga,2010/2011
Francisco Portillo ,33,  M,169,60,7,10,765,0,1,0,0,0.4,78.7,0.1,0,6.38,Malaga,2010/2011
Manuel Torres ,34,  D,186,76,5,2,421,0,0,4,0,0.6,76.7,0.4,0,6.16,Malaga,2010/2011
Helder Rosario ,44,  D,180,79,3,0,246,0,0,1,1,0.3,83.9,1,0,6.1,Malaga,2010/2011
Albert Luque ,46,  Forward,185,76,0,3,75,0,0,1,0,0.3,81.3,0,0,6.09,Malaga,2010/2011
Edu Ramos ,32,  Midfielder,176,77,1,4,101,0,0,1,0,0.2,70,0.2,0,6.08,Malaga,2010/2011
Nabil Baha ,42,  AM,181,76,4,1,265,0,0,1,0,0.8,71.2,1.4,0,5.99,Malaga,2010/2011
Cala ,34,  Midfielder,172,65,0,1,22,0,0,0,0,0,80,0,0,5.87,Malaga,2010/2011
Mario Fernandez ,35,  GK,184,74,1,0,90,0,0,0,0,0,75,0,1,10,Racing Santander,2010/2011
Bolano ,38,  D,182,77,13,5,1242,3,0,1,1,0.8,70.9,1.7,1,7.06,Racing Santander,2010/2011
Henrique ,37,  D,185,84,35,0,3079,2,1,8,1,0.5,80.9,1.8,2,7.05,Racing Santander,2010/2011
Tono ,44,  GK,182,81,37,0,3330,0,0,5,0,0.1,49.7,0.5,5,7.04,Racing Santander,2010/2011
Gonzalo Colsa ,44,  D,185,77,30,1,2666,2,1,8,0,1.1,82.5,2,1,7.03,Racing Santander,2010/2011
Kennedy ,43,  M,181,71,30,2,2374,6,3,5,0,1.8,78.8,0.5,1,6.95,Racing Santander,2010/2011
Francis ,42,  D,178,70,20,4,1837,0,1,3,1,0.2,77.1,0.8,0,6.93,Racing Santander,2010/2011
Marc Torrejon ,38,  D,187,87,36,0,3152,1,2,5,0,0.1,83.4,1.5,0,6.92,Racing Santander,2010/2011
Pablo Pinillos ,49,  D,173,71,19,1,1639,2,2,5,0,0.2,76,0.6,2,6.88,Racing Santander,2010/2011
Giovani dos Santos ,34,  AM,174,71,9,7,956,5,1,1,0,1.6,83,0,1,6.88,Racing Santander,2010/2011
Ramon Arcas,33,  Midfielder,182,75,1,0,80,0,0,0,0,0,73.5,2,0,6.85,Racing Santander,2010/2011
Alexandros Tziolis ,39,  M,192,85,8,2,729,0,0,1,0,0.8,82.5,1.1,0,6.84,Racing Santander,2010/2011
Alvaro Gonzalez ,34,  D,178,72,3,0,262,0,0,2,0,0.3,70,1,0,6.84,Racing Santander,2010/2011
Pedro Munitis ,48,  M,167,70,33,3,2853,1,5,9,1,1.1,73.3,0.6,0,6.82,Racing Santander,2010/2011
Mehdi Lacen ,39,  M,176,74,24,9,2328,1,3,5,1,0.6,78.7,0.7,1,6.79,Racing Santander,2010/2011
Domingo Cisma ,42,  D,183,79,27,5,2417,0,2,7,1,0.4,71.3,1,2,6.76,Racing Santander,2010/2011
Pape Diop ,37,  M,180,77,13,6,1064,0,2,5,0,0.6,77.8,1.1,0,6.72,Racing Santander,2010/2011
Markus Rosenberg ,41,  FW,185,76,29,4,2411,9,1,8,1,3,64.7,0.8,1,6.66,Racing Santander,2010/2011
Julian Luque ,31,  AM,175,73,1,6,216,0,1,0,0,0.7,68.9,0.9,0,6.64,Racing Santander,2010/2011
Osmar ,35,  DMC,192,84,2,2,255,0,0,0,0,0,65.5,1,0,6.61,Racing Santander,2010/2011
Adrian Gonzalez ,35,  M,183,78,16,7,1323,0,1,2,0,1.3,76.6,1,0,6.57,Racing Santander,2010/2011
Ariel Nahuelpan ,36,  AM,190,97,15,15,1375,3,0,2,0,1.8,70.3,1.1,2,6.54,Racing Santander,2010/2011
Waldo Ponce ,41,  Defender,183,76,2,0,180,0,0,0,0,0.5,92.9,0,0,6.5,Racing Santander,2010/2011
Manuel Arana ,39,  D,175,72,5,9,585,1,1,3,0,1,74.4,0.2,0,6.46,Racing Santander,2010/2011
Oscar Serrano ,42,  AM,172,73,0,4,49,1,0,1,0,0.3,57.9,0,0,6.37,Racing Santander,2010/2011
Tato ,31,  Midfielder,178,69,1,1,80,0,0,0,0,0,81,0.5,0,6.26,Racing Santander,2010/2011
Ivan Bolado ,34,  FW,178,69,7,12,730,1,1,2,0,0.5,81.9,0.2,0,6.23,Racing Santander,2010/2011
Edu Bedia ,34,  AM,182,74,0,6,68,0,0,0,0,0.3,82.5,0,0,6.1,Racing Santander,2010/2011
Mohammed Tchite ,40,  AM,176,69,1,0,90,0,0,0,0,2,100,1,0,5.82,Racing Santander,2010/2011
Gabi ,40,  M,180,74,36,0,3230,10,6,15,0,2.3,78.2,1.1,11,7.67,Real Zaragoza,2010/2011
Jiri Jarosik ,46,  D,195,89,36,0,3197,3,1,6,1,1.2,69.1,3.4,0,7.3,Real Zaragoza,2010/2011
Ander Herrera ,34,  M,182,71,30,3,2625,2,3,13,2,1.7,75.5,1.2,0,7.12,Real Zaragoza,2010/2011
Leonardo Ponzio ,42,  M,178,75,30,2,2574,2,2,12,2,1.2,69.2,0.8,2,7.08,Real Zaragoza,2010/2011
Paulo Da Silva ,44,  D,180,76,10,3,946,0,0,1,0,0.4,70.7,1.2,0,6.92,Real Zaragoza,2010/2011
Ivan Obradovic ,35,  D,181,74,19,1,1574,0,0,5,0,0.2,69.8,1.3,0,6.91,Real Zaragoza,2010/2011
Javier Paredes ,41,  D,175,73,16,3,1578,0,1,8,0,0.5,70.7,1.4,0,6.91,Real Zaragoza,2010/2011
Angel Lafita ,39,  M,187,73,22,8,2052,4,1,4,0,1.7,72.1,1,1,6.89,Real Zaragoza,2010/2011
Toni Doblas ,43,  GK,184,78,17,1,1544,0,0,3,1,0,44.7,0.3,0,6.87,Real Zaragoza,2010/2011
Carlos Diogo ,40,  D,186,79,33,0,2952,0,0,13,0,0.6,71.5,1.4,0,6.8,Real Zaragoza,2010/2011
Matteo Contini ,43,  D,184,76,24,0,2048,0,0,10,1,0.1,68.5,1,0,6.8,Real Zaragoza,2010/2011
Leo Franco ,46,  GK,188,79,21,2,1875,0,0,0,0,0,44.4,0.2,1,6.68,Real Zaragoza,2010/2011
Maurizio Lanzaro ,41,  D,183,80,17,0,1390,1,0,8,0,0.3,65.7,0.9,0,6.68,Real Zaragoza,2010/2011
Said Boutahar ,41,  M,172,72,12,9,1029,2,1,1,0,1.2,80.7,0.1,0,6.64,Real Zaragoza,2010/2011
Nicolas Bertolo ,38,  M,180,75,25,11,2232,5,0,3,0,1.4,77.1,0.3,0,6.64,Real Zaragoza,2010/2011
Ikechukwu Uche ,40,  FW,172,70,11,3,924,1,4,0,1,1.5,69.5,0.4,1,6.61,Real Zaragoza,2010/2011
Kevin Lacruz ,32,  Defender,178,69,2,1,152,0,0,1,0,0,79.1,0,0,6.48,Real Zaragoza,2010/2011
Braulio ,38,  AM,178,77,12,15,1343,3,3,5,0,1.1,75,0.8,0,6.47,Real Zaragoza,2010/2011
Jorge Lopez ,45,  M,184,79,12,15,1107,0,0,2,0,0.9,71,0.5,0,6.44,Real Zaragoza,2010/2011
Guirane Ndaw,39,  M,190,78,3,6,258,0,0,1,0,0.3,66.7,1.7,0,6.38,Real Zaragoza,2010/2011
Florent Sinama,0,  AM,176,70,15,9,1276,4,0,4,0,1.4,70.2,0.9,2,6.38,Real Zaragoza,2010/2011
Edmilson ,47,  D,186,75,8,4,625,1,0,3,0,0.6,82.4,0.3,0,6.36,Real Zaragoza,2010/2011
Marco Perez ,33,  Forward,185,84,3,13,562,1,0,0,0,1.2,71.7,0.6,0,6.2,Real Zaragoza,2010/2011
Adam Pinter ,35,  D,191,76,4,5,370,0,0,2,1,0.2,72.1,0.7,0,6.17,Real Zaragoza,2010/2011
Manolo Reina ,38,  GK,186,81,18,0,1620,0,0,3,0,0,56.2,0.4,3,7.27,Levante,2010/2011
Juanfran ,47,  D,183,78,22,1,1876,0,0,10,0,0.2,66.8,1.2,0,7.05,Levante,2010/2011
Iborra ,36,  M,190,80,14,2,1260,0,0,9,0,1,77.9,2.3,1,7.04,Levante,2010/2011
Asier Del Horno ,43,  D,183,72,21,1,1898,2,1,8,0,0.8,66.9,1.7,0,7.03,Levante,2010/2011
Juanlu ,43,  AM,173,70,28,2,2311,3,5,8,0,1.8,66.1,0.3,3,6.99,Levante,2010/2011
Javi Venta ,48,  D,180,74,33,0,2970,0,0,8,0,0.3,72.4,0.5,0,6.9,Levante,2010/2011
Felipe Caicedo ,35,  FW,183,84,22,5,1719,13,2,8,0,1.7,70.9,1.3,1,6.88,Levante,2010/2011
Sergio Ballesteros ,48,  D,188,93,35,0,3134,1,1,11,0,0.2,70.3,1,0,6.86,Levante,2010/2011
Gustavo Munua ,46,  GK,188,87,20,0,1800,0,0,6,0,0,45.8,0.3,1,6.83,Levante,2010/2011
Nano ,43,  DMC,186,80,28,4,2610,2,1,9,0,0.3,66.7,1,0,6.81,Levante,2010/2011
Valdo ,42,  M,184,78,25,4,2128,2,8,4,0,1.1,70.8,2.1,1,6.81,Levante,2010/2011
Xavi Torres ,37,  M,182,76,34,1,3071,0,1,6,0,0.7,78.2,1,0,6.79,Levante,2010/2011
Ruben Suarez ,45,  FW,167,67,18,9,1531,5,4,5,0,1.4,79.7,0.4,1,6.66,Levante,2010/2011
Jefferson Montero ,34,  M,173,70,4,7,527,0,0,1,0,1,74.7,0.1,0,6.66,Levante,2010/2011
Miguel Pallardo ,37,  M,173,73,21,6,1828,0,0,6,0,0.4,76.1,0.4,0,6.65,Levante,2010/2011
Sergio ,47,  D,182,81,9,5,902,2,0,1,0,0.6,78.3,0.8,0,6.63,Levante,2010/2011
Rafael Jorda ,40,  AM,191,87,7,10,732,2,1,4,0,1.2,63.3,3.2,0,6.53,Levante,2010/2011
Cristhian Stuani ,37,  AM,186,76,11,19,1266,8,2,5,0,1.1,71,0.9,1,6.52,Levante,2010/2011
Hector Rodas ,36,  D,190,85,5,0,409,0,0,2,0,0.6,70.5,1.4,0,6.44,Levante,2010/2011
Xisco Munoz ,43,  M,175,69,16,10,1336,1,2,4,0,0.9,78.3,0.2,1,6.4,Levante,2010/2011
Miguel Robuste ,38,  Defender,185,80,4,3,418,0,0,3,0,0.1,67.4,0.4,0,6.4,Levante,2010/2011
Xisco Nadal ,37,  DMC,181,81,13,13,1254,0,2,1,3,0.8,64.6,1.1,0,6.38,Levante,2010/2011
Ignacio Gonzalez ,41,  Midfielder,180,73,2,1,119,0,0,0,0,0.7,76.3,2,0,6.37,Levante,2010/2011
Wellington Silva ,31,  AM,173,65,0,2,35,0,0,0,0,0.5,61.5,0,0,6.36,Levante,2010/2011
Cerra ,40,  D,177,68,7,2,654,0,0,3,0,0.1,60.9,1.4,0,6.26,Levante,2010/2011
Gorka Larrea ,39,  DMC,181,75,2,4,227,0,0,1,0,0.7,63.3,1.5,0,6.19,Levante,2010/2011
Adrian Lois ,35,  Midfielder,176,72,0,1,11,0,0,0,0,0,100,0,0,6.1,Levante,2010/2011
Mono ,35,  Forward,176,70,0,1,4,0,0,0,0,0,33.3,1,0,6.04,Levante,2010/2011
Xabi Prieto ,40,  M,187,76,36,1,3239,7,12,6,0,0.7,76.3,3.4,3,7.33,Real Sociedad,2010/2011
Diego Rivas ,43,  D,180,80,31,1,2581,2,1,9,0,0.4,75.4,1.5,1,7.05,Real Sociedad,2010/2011
Antoine Griezmann ,32,  AM,176,73,34,3,2869,7,1,7,0,2,67.9,1.1,2,7.01,Real Sociedad,2010/2011
Carlos Martinez ,37,  D,189,79,25,0,2206,0,1,1,0,0.4,66,1.3,1,7.01,Real Sociedad,2010/2011
Claudio Bravo ,40,  GK,184,80,38,0,3420,0,0,1,0,0,57.1,0.4,2,6.95,Real Sociedad,2010/2011
Mikel Aranburu ,45,  D,180,70,27,5,2328,5,2,6,0,1,77.3,0.4,2,6.9,Real Sociedad,2010/2011
Mikel Gonzalez ,38,  D,190,78,30,2,2676,0,1,5,0,0.4,65.2,1.4,0,6.88,Real Sociedad,2010/2011
Vadim Demidov ,37,  D,185,80,12,1,1092,0,2,2,0,0.4,70.3,1.6,0,6.88,Real Sociedad,2010/2011
Alberto de la Bella ,38,  D,182,79,28,2,2529,0,1,4,0,0.6,68.1,1.1,0,6.86,Real Sociedad,2010/2011
David Zurutuza ,37,  M,186,79,30,6,2527,2,1,6,0,1.4,74.2,2.3,1,6.84,Real Sociedad,2010/2011
Daniel Estrada ,37,  D,179,74,18,1,1625,1,2,4,0,0.6,65.3,0.8,1,6.82,Real Sociedad,2010/2011
Joseba Llorente ,44,  FW,184,72,15,3,1277,5,6,4,0,1.4,74.6,0.7,0,6.81,Real Sociedad,2010/2011
Ion Ansotegi ,41,  D,192,84,32,0,2813,1,1,3,0,0.6,68.7,1.6,0,6.76,Real Sociedad,2010/2011
Asier Illarramendi ,34,  M,179,75,2,1,188,0,0,2,0,0.7,75.9,1.7,0,6.71,Real Sociedad,2010/2011
Mikel Labaka ,43,  D,185,79,9,5,921,0,0,3,0,0.4,70.8,0.8,0,6.65,Real Sociedad,2010/2011
Raul Tamudo ,46,  AM,180,74,20,11,1829,7,1,5,0,1.4,75.3,0.8,2,6.51,Real Sociedad,2010/2011
Gorka Elustondo ,36,  D,184,79,13,5,1184,0,0,3,0,0.9,74.8,0.9,0,6.45,Real Sociedad,2010/2011
Markel Bergara ,37,  M,180,74,9,10,952,0,0,5,0,0.3,77.9,1.1,0,6.44,Real Sociedad,2010/2011
Paco Sutil ,39,  Midfielder,172,72,4,13,501,2,0,1,0,1.2,63.3,0.1,0,6.43,Real Sociedad,2010/2011
Diego Ifran ,36,  FW,174,74,3,7,330,2,0,2,0,1.6,72,0.2,0,6.39,Real Sociedad,2010/2011
Imanol Agirretxe ,37,  FW,187,78,1,10,190,3,0,0,0,0.5,68.9,0.3,0,6.27,Real Sociedad,2010/2011
Jeffrey Sarpong ,35,  AM,176,67,1,15,326,1,1,1,0,1.1,79.1,0.1,0,6.26,Real Sociedad,2010/2011
Borja Viguera ,36,  AM,184,74,0,5,65,0,0,0,0,0.6,65.4,0.2,0,6.15,Real Sociedad,2010/2011
Derek Boateng ,40,  M,185,77,30,2,2631,2,2,12,1,0.5,82.2,2.7,3,7.2,Getafe,2010/2011
Dani Parejo ,34,  M,182,74,28,8,2498,3,4,8,0,1.5,84.9,0.5,2,7.09,Getafe,2010/2011
Cata Diaz ,44,  D,182,74,35,0,3101,1,1,14,1,0.5,79.1,0.6,0,7,Getafe,2010/2011
Jaime Gavilan ,38,  AM,177,71,15,3,1269,2,7,1,0,1.6,80.2,0.7,3,6.97,Getafe,2010/2011
Victor Sanchez ,36,  D,174,72,21,8,1902,1,3,10,0,0.7,80.5,0.6,2,6.94,Getafe,2010/2011
Ivan Marcano ,36,  D,189,77,26,3,2454,1,0,10,1,0.4,79.3,1.8,2,6.93,Getafe,2010/2011
Pedro Rios ,42,  M,175,72,27,4,2238,7,3,5,0,1.5,66.1,1.2,2,6.92,Getafe,2010/2011
Mario Alvarez ,42,  D,178,75,3,0,227,0,0,1,0,0.3,83.6,0.3,0,6.9,Getafe,2010/2011
Jordi Codina ,41,  GK,189,81,22,1,2054,0,0,1,0,0,51.2,0.3,1,6.89,Getafe,2010/2011
Rafa ,38,  D,183,72,17,2,1547,0,0,7,1,0.4,84,1.4,0,6.88,Getafe,2010/2011
Manu del Moral ,40,  M,185,84,28,2,2428,9,4,3,1,2.8,75,0.7,1,6.85,Getafe,2010/2011
Oscar Ustari ,37,  GK,184,82,16,0,1369,0,0,2,0,0,57,0.1,0,6.79,Getafe,2010/2011
Mane ,42,  D,175,68,30,1,2617,0,2,7,0,0.8,77.1,0.3,2,6.76,Getafe,2010/2011
Miguel Torres ,38,  D,185,81,32,0,2638,0,0,6,0,0.1,76.6,1.1,0,6.7,Getafe,2010/2011
Miku Fedor ,38,  FW,185,91,24,7,2195,7,3,6,0,1.3,72.2,1.3,0,6.67,Getafe,2010/2011
Adrian Colunga ,39,  AM,169,64,22,7,1857,7,0,1,0,2.4,76.7,0.2,0,6.54,Getafe,2010/2011
